2021-2022学年度春季学期  本科生课程开课目录,,,,,,,,,,,,
开课院系,课程号,课序号,课程名,学分,任课教师,课容量,上课时间,上课周次,课程特色,选课文字说明,所属年级,是否二级选课
公管学院,40590023,0,组织与管理学基础,3,刘庆龙,60,62,全周,,优先:行双18、明德一期学生选课；接受拟参加公管学院行政管理辅修专业项目学习的学生选课,,否
公管学院,40590033,0,公共管理概论,3,曹峰,60,"63,64",全周,"外文教材,中文授课",优先:行双18、明德一期学生选课；接受拟参加公管学院行政管理辅修专业项目学习的学生选课,,否
公管学院,40590042,0,公共领导力,2,于永达,60,72,全周,,优先:行双18、明德一期学生选课；接受拟参加公管学院行政管理辅修专业项目学习的学生选课,,否
公管学院,40590062,0,社会政策概论,2,朱旭峰,60,26,全周,,优先:行双18、明德一期学生选课；接受拟参加公管学院行政管理辅修专业项目学习的学生选课,,否
外文系,30640132,0,英语听力(2),2,,30,53,全周,,限:英语专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2020,否
外文系,30641352,0,日本语言研究基础,2,赵蓉,30,12,全周,,限:日语专业、日语（留学生）专业学生选课,2020,否
外文系,30641362,0,日语论文写作指导,2,王成,30,22,全周,,限:日语专业、日语（留学生）专业学生选课,2019,否
外文系,30641582,1,口译（2）,2,郑文博,20,33,全周,,限:英语专业、英语（第二学位）专业学生选课,2020,否
外文系,30641582,2,口译（2）,2,郑文博,20,34,全周,,限:英语专业、英语（第二学位）专业学生选课,2020,否
外文系,30641912,0,日本研究入门,2,陈朝辉,25,26,全周,,限:日语专业、日语（留学生）专业学生选课,2021,否
外文系,30641922,0,日语听说(2),2,赵蓉,25,11,全周,,限:日语专业、日语（留学生）专业学生选课,2021,否
外文系,30641984,0,英语主题阅读(2),4,赵元,15,"33,42",全周,,限:英语专业、英语（世界文学与文化实验班）专业学生选课,2021,否
外文系,30642064,0,中级日语语法辨析(2),4,陈朝辉,20,"13,14",全周,,限:日语专业、日语（留学生）专业学生选课,2020,否
外文系,30642093,1,阅读与思辨 （2）,3,吴霞,20,12,全周,,限:英语专业学生选课; 英11班同学选课,2021,否
外文系,30642093,2,阅读与思辨 （2）,3,范文芳,20,12,全周,,限:英语专业学生选课; 英12班同学选课,2021,否
外文系,30642103,0,社会语言学,3,董洁,30,52,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,30642143,0,古典日语语法,3,隽雪艳,20,"23,24",全周,,限:日语专业学生选课,2020,否
外文系,40640022,0,美国社会与文化,2,吕中舌,40,42,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2021,否
外文系,40640282,0,日语口译(1),2,KURASHIGE TAKU,20,32,全周,,限:日语专业学生选课,2020,否
外文系,40640362,0,日语口译(2),2,KURASHIGE TAKU,20,12,全周,,限:日语专业学生选课,2019,否
外文系,40640700,1,综合论文训练,10,陈朝辉,20,,全周,,限:日语专业、日语（留学生）专业学生选课,2018,否
外文系,40640700,2,综合论文训练,10,张亦凝,40,,全周,,限:英语专业学生选课,2018,否
外文系,40640700,3,综合论文训练,10,张亦凝,20,,全周,,限:英语（世界文学与文化实验班）专业学生选课,2018,否
外文系,40640700,4,综合论文训练,10,张亦凝,20,,全周,,限:英语（留学生）专业学生选课,,否
外文系,40640772,0,英语史,2,何宏华,55,14,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,40640812,0,句法学导论,2,何宏华,55,15,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,40640872,0,日本社会,2,孙彬,25,21,全周,,限:日语专业、日语（留学生）专业学生选课,2020,否
外文系,40641262,1,英汉互译（2）,2,覃学岚,25,23,全周,,限:英语专业、英语（第二学位）专业学生选课,2020,否
外文系,40641262,2,英汉互译（2）,2,覃学岚,25,24,全周,,限:英语专业、英语（第二学位）专业学生选课,2020,否
外文系,40641332,0,文学翻译,2,覃学岚,25,25,全周,,限:英语专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,40641343,0,西方文明起源(1),3,HEIDEPRIEM SAMUEL JENSEN,25,22,全周,,限:英语专业、英语（世界文学与文化实验班）专业学生选课,2021,否
外文系,40641382,0,学习心理学,2,尹莉,40,42,全周,,优先:英语专业学生选课,2019,否
外文系,40641423,0,语言学概论(1),3,杨小璐,40,"23,24",全周,,限:英语专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2021,否
外文系,40641443,0,英国文学经典,3,曹莉,20,32,全周,,限:英语专业学生选课,2020,否
外文系,40641473,0,美国新诗,3,BALL TIFFANY DIANA,15,26,全周,,限:英语（世界文学与文化实验班）专业学生选课,2020,否
外文系,40641488,0,基础日语(2),8,高阳,20,"13,22,33,42",全周,,限:日语专业学生选课,2021,否
外文系,40641492,0,学术思维训练(2),2,ADAMS HARRISON LOW STANDLEY,15,31,全周,,限:英语（世界文学与文化实验班）专业学生选课,2021,否
外文系,40641512,0,世界文学与文化研讨课,2,CHARLES FRANKLIN SANDERS,15,41,全周,,限:英语（世界文学与文化实验班）专业学生选课,,否
外文系,40641583,0,现代语言学流派,3,封宗信,45,52,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2020,否
外文系,40641603,0,莎士比亚戏剧选读,3,刘昊,55,12,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2020,否
外文系,40641613,0,理解莎士比亚,3,刘昊,100,26,全周,,,2021,否
外文系,40641673,0,英语诗歌选读,3,余石屹,40,"34,35",全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2020,否
外文系,40641734,0,中级日语文化观察(2),4,陈朝辉,20,"34,35",全周,,限:日语专业、日语（留学生）专业学生选课,2020,否
外文系,40641743,0,形式语用学导论,3,刘明明,40,"34,35",全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,40641752,0,日本语言与媒体（2）,2,KURASHIGE TAKU,20,33,全周,,限:日语专业、日语（留学生）专业学生选课,2020,否
外文系,40641762,0,跨文化交际(2),2,KURASHIGE TAKU,20,41,全周,实践课,限:日语专业、日语（留学生）专业学生选课,2020,否
外文系,40641773,0,翻译理论与实践,3,王成,32,42,全周,,限:日语专业学生选课,2019,否
外文系,40641843,0,文学与历史,3,颜海平,15,"23,24",全周,,限:英语（世界文学与文化实验班）专业学生选课,"2019
2018",否
外文系,40641862,0,古典拉丁文（1）,2,赵元,35,41,全周,,限:英语专业、英语（世界文学与文化实验班）专业学生选课,2021,否
外文系,40641872,0,二语习得概论,2,刘梅华,40,23,全周,,限:英语专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,40641892,0,批评理论专题选读,2,陈湘静,40,33,全周,,限:英语专业、英语（留学生）专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
外文系,40641913,0,欧陆经典研读,3,DUBREUIL Laurent Michel,25,"46,56",后八周,,限:英语专业、英语（世界文学与文化实验班）专业学生选课,"2019
2018",否
外文系,40641933,0,早期现代英国文学：马洛、莎士比亚、弥尔顿,3,HEIDEPRIEM SAMUEL JENSEN,25,16,全周,,限:英语专业、英语（世界文学与文化实验班）专业学生选课,2020,否
外文系,40641943,0,从西方经典到跨国反思：世界女性主义理论和实践,3,WANG LINGZHEN,25,"46,56",前八周,,限:英语专业、英语（世界文学与文化实验班）专业学生选课,"2019
2018",否
外文系,40641963,0,小说、历史与现代性,3,,25,"22,52",前八周,全外文授课,限:英语专业、英语（世界文学与文化实验班）专业学生选课,"2019
2018",否
外文系,40642023,0,语言学中的实证研究,3,周鹏,40,22,全周,,限:英语专业、英语（世界文学与文化实验班）专业、英语（第二学位）专业学生选课,2019,否
法学院,10660012,0,法律基础,2,陈新宇,130,46,全周,文化素质核心课;通识选修课,,2021,否
法学院,10660043,0,经典与想象：中国古代传说新读,3,李平,29,46,全周,文化素质核心课,限:新雅、法学院学生选课,2020,否
法学院,30660062,0,证据学,2,易延友,95,21,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,30660112,0,经济法总论,2,张晨颖,120,53,全周,,限:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,30660183,0,西方法律思想史,3,鲁楠,25,"13,14",全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2021,否
法学院,30660222,0,法律职业伦理,2,陈新宇,120,41,全周,实践课,限:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40660033,0,国际法学,3,张新军,127,52,全周,,限:法学院、法学（第二学位）专业、法辅1学生选课,2021,否
法学院,40660043,0,国际私法学,3,李旺,125,12,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40660193,0,知识产权法学,3,崔国斌,125,22,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40660523,0,法律实务,3,陈建民,60,56,全周,,"优先:法学院学生选课; 法学院专业实务课程,有前期课程要求",2019,否
法学院,40660583,0,国际经济法学,3,车丕照,125,32,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40660593,0,行政法与行政诉讼法学,3,何海波,120,42,全周,,限:法学院、法学（第二学位）专业、法辅1学生选课,2021,否
法学院,40660664,0,民法总论,4,申卫星,125,"21,22",全周,,限:法学院、法学（第二学位）专业、法辅1学生选课,2021,否
法学院,40660693,0,法理学,3,李平,120,"24,25",全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40660772,0,民法研讨与案例分析,2,崔建远,65,42,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40660863,0,刑法各论(1),3,劳东燕,100,52,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40660875,0,债法,5,王洪亮,125,"12,31",全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40660932,0,非诉讼的纠纷解决制度,2,陈杭平,45,33,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40660962,0,保险法,2,傅廷中,65,"13,14",前八周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661142,0,刑事政策学,2,周光权,45,33,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661213,0,财税法,3,黄新华,65,52,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661262,0,证券法,2,沈朝晖,60,51,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661293,0,德国民法概论,3,陈卫佐,95,12,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2021,否
法学院,40661312,0,票据法,2,高丝敏,95,16,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661363,0,国际环境法学（英）,3,王明远,65,22,全周,外文授课≥50%,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661422,0,破产法,2,高丝敏,95,21,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661432,0,法律诊所,2,陈建民,20,"61,62",单周,,"网上不选课,选课名单由任课教师面试后确定.",2019,否
法学院,40661440,0,综合论文训练,10,聂鑫,150,,全周,,限:法学院、法学（第二学位）专业学生选课；毕业班同学,2018,否
法学院,40661504,0,商法学,4,梁上上,127,"13,14",全周,,限:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40661572,0,社会保障法,2,郑尚元,45,"13,14",后八周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661682,0,刑法学文献选读,2,王钢,95,51,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40661702,0,强制执行法,2,陈杭平,50,36,全周,,优先:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
法学院,40661723,0,世界贸易组织法 中国案例研究,3,杨国华,95,"34,35",全周,"外文教材,中文授课",优先:法学院、法学（第二学位）专业、法辅1学生选课,2020,否
法学院,40661764,0,普通法精要（1）,4,LUONG THEONE THUY-NHI,45,"55,56",全周,全外文授课,限:法学院、法学（第二学位）专业、法辅1学生选课,2021,否
法学院,40661783,0,普通法精要（4）,3,ROSOFF WILLIAM LEV,60,"11,31",1-12周,全外文授课;认证外文课,限:法学院、法学（第二学位）专业、法辅1学生选课,2019,否
新闻学院,30670283,90,外国新闻传播史,3,史安斌,20,"33,34",全周,,,,否
新闻学院,30670372,0,马克思主义新闻观,2,胡钰,86,46,1-11周,,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,30670383,0,新闻评论,3,周庆安,51,12,全周,,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,30670413,0,媒介伦理与法规,3,戴佳,87,"23,24",全周,,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,30670443,0,媒介经营与管理,3,杭敏,51,"31,32",1-12周,,优先:新闻学院、新闻学（第二学位）专业学生选课；8:50上课,2019,否
新闻学院,30670513,90,传播研究方法,3,蒋俏蕾,38,"23,24",全周,,,,否
新闻学院,30670583,0,公共关系与战略传播,3,张莉,61,42,全周,,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,30670623,90,新媒体与社会,3,蒋俏蕾,38,32,全周,,,,否
新闻学院,40670210,0,综合论文训练,10,周庆安,110,,全周,,限:新闻学院、新闻学（第二学位）专业学生选课；新闻学辅修同学勿选,2018,否
新闻学院,40670283,90,影视制作(1),3,梁君健,45,"34,35",全周,,优先:日新书院学生选课,,否
新闻学院,40670363,0,媒介调查与统计,3,金兼斌,48,26,全周,,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,40670433,0,媒介经济学,3,张铮,48,"33,34",全周,,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,40670683,0,数据新闻,3,沈阳,85,22,全周,实践课,优先:新闻学院、新闻学（第二学位）专业学生选课,2019,否
新闻学院,40670803,0,社会化媒体应用（2）,3,张小琴,40,"34,35",全周,实践课,网上不选课。请邮件联系任课教师申请选课，补退选前确定名单,2019,否
马克思主义学院,10610193,1,中国近现代史纲要,3,舒文,205,23,全周,,,2021,否
马克思主义学院,10610193,2,中国近现代史纲要,3,欧阳军喜,205,23,全周,,,2021,否
马克思主义学院,10610193,3,中国近现代史纲要,3,王宪明,205,23,全周,,,2021,否
马克思主义学院,10610193,4,中国近现代史纲要,3,李蕉,205,23,全周,,,2021,否
马克思主义学院,10610193,5,中国近现代史纲要,3,夏清,205,23,全周,,,2021,否
马克思主义学院,10610193,6,中国近现代史纲要,3,舒文,195,33,全周,,,2021,否
马克思主义学院,10610193,7,中国近现代史纲要,3,欧阳军喜,195,33,全周,,,2021,否
马克思主义学院,10610193,8,中国近现代史纲要,3,王宪明,195,33,全周,,,2021,否
马克思主义学院,10610193,9,中国近现代史纲要,3,张牧云,195,33,全周,,,2021,否
马克思主义学院,10610193,10,中国近现代史纲要,3,夏清,195,33,全周,,,2021,否
马克思主义学院,10610193,11,中国近现代史纲要,3,李玉蓉,195,33,全周,,,2021,否
马克思主义学院,10610193,12,中国近现代史纲要,3,舒文,245,13,全周,,,2021,否
马克思主义学院,10610193,13,中国近现代史纲要,3,李蕉,245,13,全周,,,2021,否
马克思主义学院,10610193,14,中国近现代史纲要,3,李玉蓉,245,13,全周,,,2021,否
马克思主义学院,10610193,15,中国近现代史纲要,3,张牧云,245,13,全周,,,2021,否
马克思主义学院,10610193,16,中国近现代史纲要,3,夏清,170,32,全周,,,2021,否
马克思主义学院,10610193,17,中国近现代史纲要,3,张牧云,170,32,全周,,,2021,否
马克思主义学院,10610193,18,中国近现代史纲要,3,舒文,170,32,全周,,,2021,否
马克思主义学院,10610193,19,中国近现代史纲要,3,李玉蓉,170,32,全周,,,2021,否
马克思主义学院,10680022,1,习近平新时代中国特色社会主义思想概论,2,解安,210,"24,25",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,2,习近平新时代中国特色社会主义思想概论,2,肖贵清,210,"24,25",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,3,习近平新时代中国特色社会主义思想概论,2,郭建宁,210,"24,25",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,4,习近平新时代中国特色社会主义思想概论,2,陈明凡,210,"24,25",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,5,习近平新时代中国特色社会主义思想概论,2,何建宇,100,"24,25",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,6,习近平新时代中国特色社会主义思想概论,2,冯务中,215,"24,25",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,7,习近平新时代中国特色社会主义思想概论,2,解安,220,"34,35",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,8,习近平新时代中国特色社会主义思想概论,2,李捷,220,"34,35",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,9,习近平新时代中国特色社会主义思想概论,2,陈明凡,220,"34,35",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,10,习近平新时代中国特色社会主义思想概论,2,何建宇,220,"34,35",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,11,习近平新时代中国特色社会主义思想概论,2,冯务中,225,"34,35",后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,12,习近平新时代中国特色社会主义思想概论,2,张维,190,42,后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,13,习近平新时代中国特色社会主义思想概论,2,李戈,190,42,后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,14,习近平新时代中国特色社会主义思想概论,2,路子达,190,42,后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,15,习近平新时代中国特色社会主义思想概论,2,冯务中,195,42,后八周,,13-16周为慕课,2020,否
马克思主义学院,10680022,16,习近平新时代中国特色社会主义思想概论,2,何建宇,185,52,后八周,,13-16周为慕课,"2019
2020",否
马克思主义学院,10680022,17,习近平新时代中国特色社会主义思想概论,2,张维,185,52,后八周,,13-16周为慕课,"2019
2020",否
马克思主义学院,10680022,18,习近平新时代中国特色社会主义思想概论,2,李戈,185,52,后八周,,13-16周为慕课,"2019
2020",否
马克思主义学院,10680022,19,习近平新时代中国特色社会主义思想概论,2,路子达,185,52,后八周,,13-16周为慕课,"2019
2020",否
马克思主义学院,10680022,20,习近平新时代中国特色社会主义思想概论,2,冯务中,190,52,后八周,,13-16周为慕课,"2019
2020",否
马克思主义学院,10680022,21,习近平新时代中国特色社会主义思想概论,2,何建宇,175,46,后八周,,限:行健书院学生选课,2020,否
马克思主义学院,10680032,1,毛泽东思想和中国特色社会主义理论体系概论(1),2,解安,210,"24,25",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,2,毛泽东思想和中国特色社会主义理论体系概论(1),2,肖贵清,210,"24,25",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,3,毛泽东思想和中国特色社会主义理论体系概论(1),2,郭建宁,210,"24,25",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,4,毛泽东思想和中国特色社会主义理论体系概论(1),2,陈明凡,210,"24,25",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,5,毛泽东思想和中国特色社会主义理论体系概论(1),2,何建宇,100,"24,25",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,6,毛泽东思想和中国特色社会主义理论体系概论(1),2,冯务中,215,"24,25",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,7,毛泽东思想和中国特色社会主义理论体系概论(1),2,解安,220,"34,35",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,8,毛泽东思想和中国特色社会主义理论体系概论(1),2,李捷,220,"34,35",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,9,毛泽东思想和中国特色社会主义理论体系概论(1),2,陈明凡,220,"34,35",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,10,毛泽东思想和中国特色社会主义理论体系概论(1),2,何建宇,220,"34,35",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,11,毛泽东思想和中国特色社会主义理论体系概论(1),2,冯务中,225,"34,35",前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,12,毛泽东思想和中国特色社会主义理论体系概论(1),2,张维,190,42,前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,13,毛泽东思想和中国特色社会主义理论体系概论(1),2,李戈,190,42,前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,14,毛泽东思想和中国特色社会主义理论体系概论(1),2,路子达,190,42,前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,15,毛泽东思想和中国特色社会主义理论体系概论(1),2,冯务中,195,42,前八周,,1-4周为慕课,2020,否
马克思主义学院,10680032,16,毛泽东思想和中国特色社会主义理论体系概论(1),2,何建宇,185,52,前八周,,1-4周为慕课,"2019
2020",否
马克思主义学院,10680032,17,毛泽东思想和中国特色社会主义理论体系概论(1),2,张维,185,52,前八周,,1-4周为慕课,"2019
2020",否
马克思主义学院,10680032,18,毛泽东思想和中国特色社会主义理论体系概论(1),2,李戈,185,52,前八周,,1-4周为慕课,"2019
2020",否
马克思主义学院,10680032,19,毛泽东思想和中国特色社会主义理论体系概论(1),2,路子达,185,52,前八周,,1-4周为慕课,"2019
2020",否
马克思主义学院,10680032,20,毛泽东思想和中国特色社会主义理论体系概论(1),2,冯务中,190,52,前八周,,1-4周为慕课,"2019
2020",否
马克思主义学院,10680032,21,毛泽东思想和中国特色社会主义理论体系概论(1),2,何建宇,175,46,前八周,,限:行健书院学生选课,2020,否
人文学院,10690013,0,学术之道,3,白峰杉,280,23,全周,文化素质核心课;通识选修课,课程讲授32学时，课外辅导16学时,2021,否
人文学院,10691113,0,西方思想经典与现代社会,3,黄裕生,29,"33,34",全周,文化素质核心课;通识选修课;通识荣誉课,限:新雅学生选课,2021,否
人文学院,10691173,0,《孟子》研读,3,赵金刚,30,42,全周,文化素质核心课,优先:新雅学生选课,2021,否
人文学院,10691323,0,现代中国的形成,3,黄振萍,60,42,全周,,优先:中外文化综合班专业、日新书院学生选课,2021,否
人文学院,10691342,1,写作与沟通,2,黄振萍,16,23,全周,文化素质核心课,限:2021学生选课; 美是什么,,否
人文学院,10691342,2,写作与沟通,2,金兼斌,16,22,全周,文化素质核心课,限:2021学生选课; 想象转基因,,否
人文学院,10691342,3,写作与沟通,2,杨福源,16,16,全周,文化素质核心课,限:2021学生选课; 万物万联的世界,,否
人文学院,10691342,4,写作与沟通,2,邢沁妍,16,33,全周,文化素质核心课,限:2021学生选课; 结构,,否
人文学院,10691342,5,写作与沟通,2,陆跃翔,16,26,全周,文化素质核心课,限:2021学生选课; 诺贝尔奖,,否
人文学院,10691342,6,写作与沟通,2,易陈谊,16,26,全周,文化素质核心课,限:2021学生选课; 清洁能源,,否
人文学院,10691342,7,写作与沟通,2,袁艾,16,23,全周,文化素质核心课,限:2021学生选课; Filial Piety as a Virtue and Duty?,,否
人文学院,10691342,8,写作与沟通,2,邵玥,16,26,全周,文化素质核心课,限:2021学生选课; 未来医疗,,否
人文学院,10691342,10,写作与沟通,2,邓耿,16,33,全周,文化素质核心课,限:2021学生选课; 《史记》与司马迁,,否
人文学院,10691342,11,写作与沟通,2,邓耿,16,36,全周,文化素质核心课,限:2021学生选课; 黄金,,否
人文学院,10691342,12,写作与沟通,2,邓耿,16,42,全周,文化素质核心课,限:2021学生选课; 黄金,,否
人文学院,10691342,13,写作与沟通,2,邓耿,16,46,全周,文化素质核心课,限:2021学生选课; 《史记》与司马迁,,否
人文学院,10691342,14,写作与沟通,2,曹柳星,16,42,全周,文化素质核心课,限:2021学生选课; 工程师,,否
人文学院,10691342,15,写作与沟通,2,曹柳星,16,46,全周,文化素质核心课,限:2021学生选课; 工程师,,否
人文学院,10691342,16,写作与沟通,2,曹柳星,16,52,全周,文化素质核心课,限:2021学生选课; 切尔诺贝利,,否
人文学院,10691342,17,写作与沟通,2,曹柳星,16,53,全周,文化素质核心课,限:2021学生选课; 切尔诺贝利,,否
人文学院,10691342,18,写作与沟通,2,程祥钰,16,42,全周,文化素质核心课,限:2021学生选课; 游戏,,否
人文学院,10691342,19,写作与沟通,2,程祥钰,16,46,全周,文化素质核心课,限:2021学生选课; 游戏,,否
人文学院,10691342,20,写作与沟通,2,程祥钰,16,52,全周,文化素质核心课,限:2021学生选课; 游戏,,否
人文学院,10691342,21,写作与沟通,2,程祥钰,16,53,全周,文化素质核心课,限:2021学生选课; 游戏,,否
人文学院,10691342,22,写作与沟通,2,贺曦鸣,16,23,全周,文化素质核心课,限:2021学生选课; 消费,,否
人文学院,10691342,23,写作与沟通,2,贺曦鸣,16,26,全周,文化素质核心课,限:2021学生选课; 消费,,否
人文学院,10691342,24,写作与沟通,2,贺曦鸣,16,33,全周,文化素质核心课,限:2021学生选课; 消费,,否
人文学院,10691342,25,写作与沟通,2,贺曦鸣,16,36,全周,文化素质核心课,限:2021学生选课; 消费,,否
人文学院,10691342,26,写作与沟通,2,李成晴,16,26,全周,文化素质核心课,限:2021学生选课; 唐宋,,否
人文学院,10691342,27,写作与沟通,2,李成晴,16,32,全周,文化素质核心课,限:2021学生选课; 唐宋,,否
人文学院,10691342,28,写作与沟通,2,李成晴,16,33,全周,文化素质核心课,限:2021学生选课; 唐宋,,否
人文学院,10691342,29,写作与沟通,2,李成晴,16,36,全周,文化素质核心课,限:2021学生选课; 唐宋,,否
人文学院,10691342,30,写作与沟通,2,李轶男,16,23,全周,文化素质核心课,限:2021学生选课; 九十年代,,否
人文学院,10691342,31,写作与沟通,2,李轶男,16,26,全周,文化素质核心课,限:2021学生选课; 九十年代,,否
人文学院,10691342,32,写作与沟通,2,李轶男,16,42,全周,文化素质核心课,限:2021学生选课; 北京,,否
人文学院,10691342,33,写作与沟通,2,李轶男,16,46,全周,文化素质核心课,限:2021学生选课; 北京,,否
人文学院,10691342,34,写作与沟通,2,苏婧,16,13,全周,文化素质核心课,限:2021学生选课; 健康,,否
人文学院,10691342,35,写作与沟通,2,苏婧,16,23,全周,文化素质核心课,限:2021学生选课; 健康,,否
人文学院,10691342,36,写作与沟通,2,苏婧,16,53,全周,文化素质核心课,限:2021学生选课; 健康,,否
人文学院,10691342,37,写作与沟通,2,苏婧,16,56,全周,文化素质核心课,限:2021学生选课; 健康,,否
人文学院,10691342,38,写作与沟通,2,薛亘华,16,13,全周,文化素质核心课,限:2021学生选课; 解码动物,,否
人文学院,10691342,39,写作与沟通,2,薛亘华,16,16,全周,文化素质核心课,限:2021学生选课; 解码动物,,否
人文学院,10691342,40,写作与沟通,2,薛亘华,16,23,全周,文化素质核心课,限:2021学生选课; 解码动物,,否
人文学院,10691342,41,写作与沟通,2,薛亘华,16,26,全周,文化素质核心课,限:2021学生选课; 解码动物,,否
人文学院,10691342,42,写作与沟通,2,薛静,16,23,全周,文化素质核心课,限:2021学生选课; 网络文化工业,,否
人文学院,10691342,43,写作与沟通,2,薛静,16,26,全周,文化素质核心课,限:2021学生选课; 网络文化工业,,否
人文学院,10691342,44,写作与沟通,2,薛静,16,33,全周,文化素质核心课,限:2021学生选课; 偶像,,否
人文学院,10691342,45,写作与沟通,2,薛静,16,36,全周,文化素质核心课,限:2021学生选课; 偶像,,否
人文学院,10691342,46,写作与沟通,2,晏冰,16,11,全周,文化素质核心课,限:2021学生选课; 从《聊斋》到《山海经》,,否
人文学院,10691342,47,写作与沟通,2,晏冰,16,13,全周,文化素质核心课,限:2021学生选课; 从《聊斋》到《山海经》,,否
